ZONE T="boundary0"
-4 -0.824769 
-4 -1 
-4 -0.287767 
-4 -0.220307 
-4 -0.458801 
-4 -0.554169 
-4 -0.407014 
-4 -0.355227 
-4 0.168069 
-4 0.20931 
-4 0.553312 
-4 0.649629 
-4 0.381152 
-4 0.456995 
-4 0.419074 
-4 1 
-4 -0.119556 
-4 0.505154 
-4 0.0971555 
-4 0.0262425 
-4 0.315852 
-4 0.283202 
-4 -0.649537 
-4 -0.169932 
-4 0.824814 
-4 0.250552 
-4 0.737222 
-4 -0.912384 
-4 -0.254037 
-4 -0.506485 
-4 -0.432908 
-4 -0.321497 
-4 0.188689 
-4 0.60147 
-4 0.438034 
-4 0.481074 
-4 0.061699 
-4 0.400113 
-4 0.299527 
-4 0.348502 
-4 -0.601853 
-4 -0.19512 
-4 -0.737153 
-4 -0.144744 
-4 0.912407 
-4 0.229931 
-4 0.132612 
-4 0.266877 
-4 -0.381121 
-4 0.529233 
-4 -0.0466568 
-4 0.693425 
-4 0.781018 
ZONE T="boundary1"
-3.68477 1 
-3.27943 1 
-3.84239 1 
-4 1 
1.77125 1 
1.57697 1 
3.69348 1 
3.84674 1 
0.155334 1 
-0.343958 1 
-0.442707 1 
1.24765 1 
0.430941 1 
0.278222 1 
-1.94753 1 
-0.0429308 1 
0.716985 1 
-0.541455 1 
-0.655172 1 
3.25199 1 
-2.11591 1 
-2.31615 1 
2.67927 1 
2.82245 1 
-1.62792 1 
-2.5164 1 
2.96563 1 
-2.74778 1 
-2.97916 1 
0.025741 1 
-0.111603 1 
-0.223041 1 
-0.167322 1 
0.0905374 1 
0.216778 1 
0.354582 1 
0.618794 1 
0.524867 1 
-0.768889 1 
0.919691 1 
4 1 
-0.998295 1 
-0.883592 1 
0.815176 1 
1.02421 1 
-1.11067 1 
-1.22304 1 
1.13593 1 
-1.47669 1 
-1.34987 1 
1.96553 1 
1.41231 1 
2.50274 1 
2.14587 1 
2.3262 1 
-1.77915 1 
3.47273 1 
-3.1293 1 
-3.4821 1 
-3.92119 1 
1.67411 1 
3.77011 1 
-0.393333 1 
-0.598313 1 
-2.21603 1 
2.75086 1 
-2.86347 1 
-0.00859489 1 
-0.0772668 1 
-0.195181 1 
0.122936 1 
0.2475 1 
0.392761 1 
-0.139462 1 
-0.2835 1 
-0.492081 1 
0.57183 1 
0.477904 1 
0.316402 1 
-0.71203 1 
3.92337 1 
-0.940944 1 
0.867433 1 
0.667889 1 
-1.16685 1 
0.971949 1 
1.08007 1 
0.76608 1 
1.19179 1 
-1.28645 1 
1.86839 1 
1.49464 1 
-3.76358 1 
2.0557 1 
2.23603 1 
2.89404 1 
-1.86334 1 
-2.63209 1 
2.41447 1 
3.10881 1 
-2.41628 1 
2.591 1 
