ZONE T="boundary0"
-4 -1 
-4 0.0208599 
-4 -0.0654177 
-4 -0.304958 
-4 0.107138 
-4 0.41213 
-4 0.479058 
-4 0.739529 
-4 1 
-4 -0.838488 
-4 -0.362536 
-4 -0.245438 
-4 -0.125668 
-4 -0.185918 
-4 -0.420114 
-4 0.160488 
-4 0.27952 
-4 0.213839 
-4 0.345202 
-4 0.609293 
-4 -0.676976 
-4 -0.548545 
-4 -0.0222789 
-4 0.869764 
-4 -0.919244 
-4 -0.275198 
-4 -0.215678 
-4 -0.391325 
-4 -0.333747 
-4 -0.155793 
-4 -0.0955428 
-4 0.133813 
-4 0.0639987 
-4 0.187164 
-4 0.24668 
-4 0.312361 
-4 0.445594 
-4 0.378666 
-4 0.544176 
-4 0.674411 
-4 -0.612761 
-4 -0.757732 
-4 -0.484329 
ZONE T="boundary1"
-3.55225 1 
1.5033 1 
4 1 
3.77387 1 
-0.237148 1 
1.00956 1 
0.320329 1 
0.25869 1 
0.629706 1 
0.534648 1 
-0.320948 1 
0.0617613 1 
-0.00542878 1 
3.3216 1 
3.09546 1 
0.824532 1 
0.724764 1 
-1.46895 1 
-1.55644 1 
-3.7015 1 
1.30787 1 
1.20134 1 
3.54773 1 
-3.0371 1 
-2.47721 1 
-2.6712 1 
-2.00732 1 
-2.28322 1 
-4 1 
2.64674 1 
2.8711 1 
-3.40301 1 
1.97812 1 
2.19375 1 
-0.153348 1 
0.193821 1 
0.128951 1 
-0.195248 1 
-0.0793882 1 
0.381969 1 
-0.422833 1 
-0.524719 1 
-0.743836 1 
-0.634277 1 
-0.856778 1 
-0.96972 1 
-1.2041 1 
-1.08691 1 
1.09482 1 
0.924299 1 
-1.29278 1 
-1.73142 1 
-2.85415 1 
1.76248 1 
1.63289 1 
2.42025 1 
-1.38146 1 
3.88693 1 
0.28951 1 
0.582177 1 
0.0281663 1 
3.20853 1 
0.774648 1 
-1.5127 1 
-3.62688 1 
1.2546 1 
-2.57421 1 
-2.14527 1 
2.75892 1 
2.08594 1 
0.161386 1 
-0.216198 1 
-0.279048 1 
-0.174298 1 
-0.0424085 1 
0.0953563 1 
0.458309 1 
0.226255 1 
0.351149 1 
-0.37189 1 
-0.473776 1 
-0.689057 1 
0.677235 1 
-0.913249 1 
-0.800307 1 
3.6608 1 
